4.348170813701296433e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.944383562543218869e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.718287973070405483e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.518039652611238743e-02,1.000000000000000000e+00,1.000000000000000000e+00
-1.131863948787252827e-01,-1.000000000000000000e+00,1.000000000000000000e+00
5.068139356364120829e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.672725753188888831e-02,1.000000000000000000e+00,1.000000000000000000e+00
5.249724187357529548e-02,1.000000000000000000e+00,1.000000000000000000e+00
2.189014270911721072e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.672725753188888831e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.672725753188888831e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.672725753188888831e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.873036738132379364e-02,1.000000000000000000e+00,1.000000000000000000e+00
5.648238304669989107e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.672725753188888831e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.538472259293649502e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.105015662181316083e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.365967694423839029e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.336340563373524359e-02,1.000000000000000000e+00,1.000000000000000000e+00
5.174044279134243363e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.672725753188888831e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.672725753188888831e-02,1.000000000000000000e+00,1.000000000000000000e+00
-2.062675146805592608e-02,-1.000000000000000000e+00,1.000000000000000000e+00
4.672725753188888831e-02,1.000000000000000000e+00,1.000000000000000000e+00
-1.394895106254033790e-01,-1.000000000000000000e+00,1.000000000000000000e+00
5.249184956029223637e-02,1.000000000000000000e+00,1.000000000000000000e+00
5.110938829213124146e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.877569729259228160e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.030827927720791681e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.273441243703052228e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.502990068323342587e-02,1.000000000000000000e+00,1.000000000000000000e+00
5.174044279134243363e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.919396080537945748e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.586523866411135186e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.490533913299254998e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.804116392282231640e-02,1.000000000000000000e+00,1.000000000000000000e+00
5.837982074066000449e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.756634236587264031e-02,1.000000000000000000e+00,1.000000000000000000e+00
5.431107706822096981e-02,1.000000000000000000e+00,1.000000000000000000e+00
-6.839730923796982776e-02,-1.000000000000000000e+00,1.000000000000000000e+00
4.672725753188888831e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.672725753188888831e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.672725753188888831e-02,1.000000000000000000e+00,1.000000000000000000e+00
2.973098477911756410e-02,1.000000000000000000e+00,1.000000000000000000e+00
